TICKER,CUSIP,OFTIC,CNAME,PENDS,MEASURE,PDICITY,ANNDATS,ANNTIMS,ACTDATS,ACTTIMS,VALUE,CURR_ACT,USFIRM
IBM,45920010,IBM,INTL BUS MACH,1987-06-30,EPS,QTR,1987-07-14,0:00:00,1987-07-14,0:00:00,0.4875,USD,1
IBM,45920010,IBM,INTL BUS MACH,1987-09-30,EPS,QTR,1987-10-14,0:00:00,1987-10-14,0:00:00,0.5,USD,1
IBM,45920010,IBM,INTL BUS MACH,1987-12-31,EPS,QTR,1988-01-20,0:00:00,1988-01-20,0:00:00,0.8675,USD,1
IBM,45920010,IBM,INTL BUS MACH,1988-03-31,EPS,QTR,1988-04-14,0:00:00,1988-04-14,0:00:00,0.3825,USD,1
IBM,45920010,IBM,INTL BUS MACH,1988-06-30,EPS,QTR,1988-07-16,0:00:00,1988-07-16,0:00:00,0.4175,USD,1
IBM,45920010,IBM,INTL BUS MACH,1988-09-30,EPS,QTR,1988-10-15,0:00:00,1988-10-15,0:00:00,0.525,USD,1
IBM,45920010,IBM,INTL BUS MACH,1988-12-31,EPS,QTR,1989-01-19,0:00:00,1989-01-19,0:00:00,0.9925,USD,1
IBM,45920010,IBM,INTL BUS MACH,1989-03-31,EPS,QTR,1989-04-17,0:00:00,1989-04-17,0:00:00,0.4025,USD,1
IBM,45920010,IBM,INTL BUS MACH,1989-06-30,EPS,QTR,1989-07-24,0:00:00,1989-07-24,0:00:00,0.5775,USD,1
IBM,45920010,IBM,INTL BUS MACH,1989-09-30,EPS,QTR,1989-10-17,0:00:00,1989-10-17,0:00:00,0.3775,USD,1
