secid,date,days,volatility,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group
106276,2001-09-17,273,0.427758,45920010,IBM,3570,0,1,,0,
106276,2001-09-17,365,0.480188,45920010,IBM,3570,0,1,,0,
106276,2001-09-17,547,0.466161,45920010,IBM,3570,0,1,,0,
106276,2001-09-17,730,0.463171,45920010,IBM,3570,0,1,,0,
106276,2001-09-17,1825,0.394117,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,10,0.517896,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,14,0.361151,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,30,0.333324,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,60,0.257192,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,91,0.275146,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,122,0.2593,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,152,0.263045,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,182,0.336848,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,273,0.429377,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,365,0.481224,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,547,0.466478,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,730,0.463293,45920010,IBM,3570,0,1,,0,
106276,2001-09-18,1825,0.394347,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,10,0.423773,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,14,0.361404,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,30,0.333333,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,60,0.25373,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,91,0.273922,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,122,0.257692,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,152,0.262961,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,182,0.336717,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,273,0.425781,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,365,0.48096,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,547,0.466452,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,730,0.462525,45920010,IBM,3570,0,1,,0,
106276,2001-09-19,1825,0.394347,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,10,0.470748,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,14,0.37066,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,30,0.33882,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,60,0.258283,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,91,0.278629,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,122,0.259807,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,152,0.264758,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,182,0.339129,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,273,0.422374,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,365,0.481671,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,547,0.466943,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,730,0.462637,45920010,IBM,3570,0,1,,0,
106276,2001-09-20,1825,0.394395,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,10,0.440378,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,14,0.400915,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,30,0.336598,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,60,0.26784,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,91,0.284463,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,122,0.264474,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,152,0.267478,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,182,0.335032,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,273,0.411555,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,365,0.482415,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,547,0.467574,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,730,0.46304,45920010,IBM,3570,0,1,,0,
106276,2001-09-21,1825,0.394505,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,10,0.549837,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,14,0.549837,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,30,0.367387,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,60,0.301381,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,91,0.302748,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,122,0.278629,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,152,0.276197,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,182,0.340464,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,273,0.413992,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,365,0.484559,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,547,0.46711,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,730,0.464023,45920010,IBM,3570,0,1,,0,
106276,2001-09-24,1825,0.395241,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,10,0.501953,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,14,0.501953,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,30,0.356031,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,60,0.300345,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,91,0.302457,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,122,0.276865,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,152,0.27593,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,182,0.334985,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,273,0.410062,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,365,0.484233,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,547,0.465714,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,730,0.463564,45920010,IBM,3570,0,1,,0,
106276,2001-09-25,1825,0.395165,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,10,0.496017,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,14,0.496017,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,30,0.369203,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,60,0.306941,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,91,0.308693,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,122,0.28057,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,152,0.27803,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,182,0.329991,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,273,0.412042,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,365,0.485004,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,547,0.465657,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,730,0.464037,45920010,IBM,3570,0,1,,0,
106276,2001-09-26,1825,0.395472,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,10,0.471116,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,14,0.465656,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,30,0.368092,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,60,0.304111,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,91,0.307244,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,122,0.279525,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,152,0.27729,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,182,0.330455,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,273,0.412338,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,365,0.485085,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,547,0.465371,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,730,0.464128,45920010,IBM,3570,0,1,,0,
106276,2001-09-27,1825,0.395373,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,10,0.438432,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,14,0.458947,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,30,0.383571,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,60,0.307353,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,91,0.309395,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,122,0.28026,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,152,0.277952,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,182,0.331153,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,273,0.412895,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,365,0.485503,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,547,0.465179,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,730,0.463919,45920010,IBM,3570,0,1,,0,
106276,2001-09-28,1825,0.395299,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,10,0.443425,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,14,0.436358,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,30,0.381735,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,60,0.308494,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,91,0.309158,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,122,0.281452,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,152,0.274178,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,182,0.330761,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,273,0.411947,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,365,0.483386,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,547,0.464293,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,730,0.464026,45920010,IBM,3570,0,1,,0,
106276,2001-10-01,1825,0.395558,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,10,0.407183,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,14,0.403582,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,30,0.374755,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,60,0.311152,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,91,0.310141,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,122,0.280746,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,152,0.274245,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,182,0.324367,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,273,0.41213,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,365,0.481209,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,547,0.463915,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,730,0.463638,45920010,IBM,3570,0,1,,0,
106276,2001-10-02,1825,0.39557,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,10,0.409029,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,14,0.44205,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,30,0.389172,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,60,0.321504,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,91,0.316463,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,122,0.285912,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,152,0.277945,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,182,0.326889,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,273,0.393745,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,365,0.478248,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,547,0.464751,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,730,0.464075,45920010,IBM,3570,0,1,,0,
106276,2001-10-03,1825,0.3958,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,10,0.329367,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,14,0.412609,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,30,0.384059,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,60,0.317683,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,91,0.316521,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,122,0.285689,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,152,0.276698,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,182,0.313129,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,273,0.393348,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,365,0.476998,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,547,0.464459,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,730,0.463909,45920010,IBM,3570,0,1,,0,
106276,2001-10-04,1825,0.395645,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,10,0.326759,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,14,0.361578,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,30,0.383921,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,60,0.316845,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,91,0.300197,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,122,0.280923,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,152,0.275694,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,182,0.313282,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,273,0.39331,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,365,0.476961,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,547,0.464473,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,730,0.463655,45920010,IBM,3570,0,1,,0,
106276,2001-10-05,1825,0.395498,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,10,0.17383,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,14,0.29122,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,30,0.380735,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,60,0.323082,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,91,0.298707,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,122,0.284146,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,152,0.277011,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,182,0.311993,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,273,0.393305,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,365,0.476316,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,547,0.464485,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,730,0.4635,45920010,IBM,3570,0,1,,0,
106276,2001-10-08,1825,0.395715,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,10,0.221639,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,14,0.302877,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,30,0.373638,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,60,0.323563,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,91,0.29513,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,122,0.283139,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,152,0.276843,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,182,0.309376,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,273,0.393444,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,365,0.476184,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,547,0.464573,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,730,0.463137,45920010,IBM,3570,0,1,,0,
106276,2001-10-09,1825,0.395741,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,10,0.209,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,14,0.224951,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,30,0.373596,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,60,0.319269,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,91,0.292455,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,122,0.281446,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,152,0.273194,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,182,0.308472,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,273,0.393299,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,365,0.475485,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,547,0.464107,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,730,0.463113,45920010,IBM,3570,0,1,,0,
106276,2001-10-10,1825,0.395679,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,10,0.224328,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,14,0.204354,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,30,0.371356,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,60,0.320831,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,91,0.288161,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,122,0.28369,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,152,0.27428,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,182,0.309505,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,273,0.394099,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,365,0.475365,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,547,0.462549,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,730,0.462606,45920010,IBM,3570,0,1,,0,
106276,2001-10-11,1825,0.395633,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,10,0.226244,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,14,0.199976,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,30,0.3643,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,60,0.322352,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,91,0.288697,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,122,0.285137,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,152,0.27401,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,182,0.308894,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,273,0.394439,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,365,0.468275,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,547,0.462385,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,730,0.461577,45920010,IBM,3570,0,1,,0,
106276,2001-10-12,1825,0.395522,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,10,0.197034,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,14,0.20013,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,30,0.35651,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,60,0.330863,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,91,0.289624,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,122,0.287767,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,152,0.274794,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,182,0.309206,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,273,0.393581,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,365,0.464977,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,547,0.460501,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,730,0.461891,45920010,IBM,3570,0,1,,0,
106276,2001-10-15,1825,0.395798,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,10,0.186325,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,14,0.207121,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,30,0.348198,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,60,0.329768,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,91,0.289208,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,122,0.285963,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,152,0.274675,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,182,0.306254,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,273,0.393342,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,365,0.464581,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,547,0.457528,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,730,0.46143,45920010,IBM,3570,0,1,,0,
106276,2001-10-16,1825,0.395728,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,10,0.174578,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,14,0.154589,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,30,0.325376,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,60,0.326506,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,91,0.278459,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,122,0.284917,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,152,0.273131,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,182,0.291563,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,273,0.390569,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,365,0.464384,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,547,0.457608,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,730,0.461453,45920010,IBM,3570,0,1,,0,
106276,2001-10-17,1825,0.395545,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,10,0.214702,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,14,0.190371,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,30,0.316776,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,60,0.324625,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,91,0.280313,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,122,0.285819,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,152,0.272765,45920010,IBM,3570,0,1,,0,
106276,2001-10-18,182,0.273055,45920010,IBM,3570,0,1,,0,
